LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q2,Q2-1976,USD,US Dollar,6,Millions,2015,2015,1291177.4,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q3,Q3-1976,USD,US Dollar,6,Millions,2015,2015,1297283.6,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q4,Q4-1976,USD,US Dollar,6,Millions,2015,2015,1313445.7,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q1,Q1-1977,USD,US Dollar,6,Millions,2015,2015,1327965.2,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q2,Q2-1977,USD,US Dollar,6,Millions,2015,2015,1333739.1,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q3,Q3-1977,USD,US Dollar,6,Millions,2015,2015,1339853.5,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q4,Q4-1977,USD,US Dollar,6,Millions,2015,2015,1342911.8,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q1,Q1-1978,USD,US Dollar,6,Millions,2015,2015,1361566.7,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q2,Q2-1978,USD,US Dollar,6,Millions,2015,2015,1384204.3,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q3,Q3-1978,USD,US Dollar,6,Millions,2015,2015,1382986.8,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q4,Q4-1978,USD,US Dollar,6,Millions,2015,2015,1394757.6,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q1,Q1-1979,USD,US Dollar,6,Millions,2015,2015,1406753.3,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q2,Q2-1979,USD,US Dollar,6,Millions,2015,2015,1420201.7,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q3,Q3-1979,USD,US Dollar,6,Millions,2015,2015,1436436,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q4,Q4-1979,USD,US Dollar,6,Millions,2015,2015,1439168.2,E,Estimated value
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q1,Q1-1980,USD,US Dollar,6,Millions,2015,2015,1456367.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q2,Q2-1980,USD,US Dollar,6,Millions,2015,2015,1445763.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q3,Q3-1980,USD,US Dollar,6,Millions,2015,2015,1447967.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q4,Q4-1980,USD,US Dollar,6,Millions,2015,2015,1445086.9,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q1,Q1-1981,USD,US Dollar,6,Millions,2015,2015,1449742.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q2,Q2-1981,USD,US Dollar,6,Millions,2015,2015,1459923,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q3,Q3-1981,USD,US Dollar,6,Millions,2015,2015,1469418.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q4,Q4-1981,USD,US Dollar,6,Millions,2015,2015,1478034.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q1,Q1-1982,USD,US Dollar,6,Millions,2015,2015,1490413,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q2,Q2-1982,USD,US Dollar,6,Millions,2015,2015,1500635.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q3,Q3-1982,USD,US Dollar,6,Millions,2015,2015,1500405.6,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q4,Q4-1982,USD,US Dollar,6,Millions,2015,2015,1509307.1,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q1,Q1-1983,USD,US Dollar,6,Millions,2015,2015,1515617.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q2,Q2-1983,USD,US Dollar,6,Millions,2015,2015,1516022.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q3,Q3-1983,USD,US Dollar,6,Millions,2015,2015,1517476.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q4,Q4-1983,USD,US Dollar,6,Millions,2015,2015,1526789,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q1,Q1-1984,USD,US Dollar,6,Millions,2015,2015,1533036.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q2,Q2-1984,USD,US Dollar,6,Millions,2015,2015,1539459.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q3,Q3-1984,USD,US Dollar,6,Millions,2015,2015,1550270,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q4,Q4-1984,USD,US Dollar,6,Millions,2015,2015,1549146.9,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q1,Q1-1985,USD,US Dollar,6,Millions,2015,2015,1553260.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q2,Q2-1985,USD,US Dollar,6,Millions,2015,2015,1567287.1,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q3,Q3-1985,USD,US Dollar,6,Millions,2015,2015,1575420.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q4,Q4-1985,USD,US Dollar,6,Millions,2015,2015,1582155.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q1,Q1-1986,USD,US Dollar,6,Millions,2015,2015,1587767.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q2,Q2-1986,USD,US Dollar,6,Millions,2015,2015,1605384,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q3,Q3-1986,USD,US Dollar,6,Millions,2015,2015,1613070.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q4,Q4-1986,USD,US Dollar,6,Millions,2015,2015,1614818.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q1,Q1-1987,USD,US Dollar,6,Millions,2015,2015,1617217,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q2,Q2-1987,USD,US Dollar,6,Millions,2015,2015,1640796.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q3,Q3-1987,USD,US Dollar,6,Millions,2015,2015,1652348.9,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q4,Q4-1987,USD,US Dollar,6,Millions,2015,2015,1676132,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q1,Q1-1988,USD,US Dollar,6,Millions,2015,2015,1696632.9,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q2,Q2-1988,USD,US Dollar,6,Millions,2015,2015,1710973.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q3,Q3-1988,USD,US Dollar,6,Millions,2015,2015,1733052,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q4,Q4-1988,USD,US Dollar,6,Millions,2015,2015,1748158.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q1,Q1-1989,USD,US Dollar,6,Millions,2015,2015,1768777.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q2,Q2-1989,USD,US Dollar,6,Millions,2015,2015,1789733.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q3,Q3-1989,USD,US Dollar,6,Millions,2015,2015,1809081.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q4,Q4-1989,USD,US Dollar,6,Millions,2015,2015,1832836.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q1,Q1-1990,USD,US Dollar,6,Millions,2015,2015,1840602.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q2,Q2-1990,USD,US Dollar,6,Millions,2015,2015,1850066.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q3,Q3-1990,USD,US Dollar,6,Millions,2015,2015,1859395.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q4,Q4-1990,USD,US Dollar,6,Millions,2015,2015,1859269.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q1,Q1-1991,USD,US Dollar,6,Millions,2015,2015,1861636.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q2,Q2-1991,USD,US Dollar,6,Millions,2015,2015,1869086.7,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q3,Q3-1991,USD,US Dollar,6,Millions,2015,2015,1873108.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q4,Q4-1991,USD,US Dollar,6,Millions,2015,2015,1886026.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q1,Q1-1992,USD,US Dollar,6,Millions,2015,2015,1900718.8,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q2,Q2-1992,USD,US Dollar,6,Millions,2015,2015,1902151.5,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q3,Q3-1992,USD,US Dollar,6,Millions,2015,2015,1901232.1,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q4,Q4-1992,USD,US Dollar,6,Millions,2015,2015,1897620.2,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q1,Q1-1993,USD,US Dollar,6,Millions,2015,2015,1885252.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q2,Q2-1993,USD,US Dollar,6,Millions,2015,2015,1884583.6,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q3,Q3-1993,USD,US Dollar,6,Millions,2015,2015,1887968.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q4,Q4-1993,USD,US Dollar,6,Millions,2015,2015,1892266,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q1,Q1-1994,USD,US Dollar,6,Millions,2015,2015,1904906.4,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q2,Q2-1994,USD,US Dollar,6,Millions,2015,2015,1924257.3,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q3,Q3-1994,USD,US Dollar,6,Millions,2015,2015,1940643.6,,
FRA,France,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q4,Q4-1994,USD,US Dollar,6,Millions,2015,2015,1958644.8,,
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q1,Q1-1962,USD,US Dollar,6,Millions,2015,2015,1127910.6,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q2,Q2-1962,USD,US Dollar,6,Millions,2015,2015,1139667.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q3,Q3-1962,USD,US Dollar,6,Millions,2015,2015,1166964.7,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q4,Q4-1962,USD,US Dollar,6,Millions,2015,2015,1164442,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q1,Q1-1963,USD,US Dollar,6,Millions,2015,2015,1123709.5,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q2,Q2-1963,USD,US Dollar,6,Millions,2015,2015,1174101.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q3,Q3-1963,USD,US Dollar,6,Millions,2015,2015,1214833.8,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q4,Q4-1963,USD,US Dollar,6,Millions,2015,2015,1220713.2,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q1,Q1-1964,USD,US Dollar,6,Millions,2015,2015,1237509,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q2,Q2-1964,USD,US Dollar,6,Millions,2015,2015,1252628.6,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q3,Q3-1964,USD,US Dollar,6,Millions,2015,2015,1265644.6,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q4,Q4-1964,USD,US Dollar,6,Millions,2015,2015,1282861.6,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q1,Q1-1965,USD,US Dollar,6,Millions,2015,2015,1303856.5,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q2,Q2-1965,USD,US Dollar,6,Millions,2015,2015,1324432.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q3,Q3-1965,USD,US Dollar,6,Millions,2015,2015,1333251.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q4,Q4-1965,USD,US Dollar,6,Millions,2015,2015,1341230.2,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q1,Q1-1966,USD,US Dollar,6,Millions,2015,2015,1365585.9,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q2,Q2-1966,USD,US Dollar,6,Millions,2015,2015,1369784.8,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q3,Q3-1966,USD,US Dollar,6,Millions,2015,2015,1371465.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q4,Q4-1966,USD,US Dollar,6,Millions,2015,2015,1350049.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q1,Q1-1967,USD,US Dollar,6,Millions,2015,2015,1343329.7,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q2,Q2-1967,USD,US Dollar,6,Millions,2015,2015,1339130.7,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q3,Q3-1967,USD,US Dollar,6,Millions,2015,2015,1371465.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q4,Q4-1967,USD,US Dollar,6,Millions,2015,2015,1389101.3,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q1,Q1-1968,USD,US Dollar,6,Millions,2015,2015,1405358.1,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q2,Q2-1968,USD,US Dollar,6,Millions,2015,2015,1416281.6,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q3,Q3-1968,USD,US Dollar,6,Millions,2015,2015,1447371.7,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q4,Q4-1968,USD,US Dollar,6,Millions,2015,2015,1469218.9,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q1,Q1-1969,USD,US Dollar,6,Millions,2015,2015,1506190.9,E,Estimated value
DEU,Germany,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q2,Q2-1969,USD,US Dollar,6,Millions,2015,2015,1525516.7,E,Estimated value
