LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q1,Q1-1962,USD,US Dollar,6,Millions,2015,2015,309300.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q2,Q2-1962,USD,US Dollar,6,Millions,2015,2015,311576.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q3,Q3-1962,USD,US Dollar,6,Millions,2015,2015,315679.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q4,Q4-1962,USD,US Dollar,6,Millions,2015,2015,322111.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q1,Q1-1963,USD,US Dollar,6,Millions,2015,2015,324066.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q2,Q2-1963,USD,US Dollar,6,Millions,2015,2015,328805.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q3,Q3-1963,USD,US Dollar,6,Millions,2015,2015,331363.4,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q4,Q4-1963,USD,US Dollar,6,Millions,2015,2015,341763.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q1,Q1-1964,USD,US Dollar,6,Millions,2015,2015,350241.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q2,Q2-1964,USD,US Dollar,6,Millions,2015,2015,351532.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q3,Q3-1964,USD,US Dollar,6,Millions,2015,2015,355195.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q4,Q4-1964,USD,US Dollar,6,Millions,2015,2015,357113.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q1,Q1-1965,USD,US Dollar,6,Millions,2015,2015,368355.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q2,Q2-1965,USD,US Dollar,6,Millions,2015,2015,371884.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q3,Q3-1965,USD,US Dollar,6,Millions,2015,2015,376948.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q4,Q4-1965,USD,US Dollar,6,Millions,2015,2015,386219.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q1,Q1-1966,USD,US Dollar,6,Millions,2015,2015,393612.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q2,Q2-1966,USD,US Dollar,6,Millions,2015,2015,401957.4,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q3,Q3-1966,USD,US Dollar,6,Millions,2015,2015,401861,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q4,Q4-1966,USD,US Dollar,6,Millions,2015,2015,406777.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q1,Q1-1967,USD,US Dollar,6,Millions,2015,2015,405882.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q2,Q2-1967,USD,US Dollar,6,Millions,2015,2015,414423.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q3,Q3-1967,USD,US Dollar,6,Millions,2015,2015,415905.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q4,Q4-1967,USD,US Dollar,6,Millions,2015,2015,417588.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q1,Q1-1968,USD,US Dollar,6,Millions,2015,2015,421050.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q2,Q2-1968,USD,US Dollar,6,Millions,2015,2015,432493.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q3,Q3-1968,USD,US Dollar,6,Millions,2015,2015,438408.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q4,Q4-1968,USD,US Dollar,6,Millions,2015,2015,444462.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q1,Q1-1969,USD,US Dollar,6,Millions,2015,2015,450276.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q2,Q2-1969,USD,US Dollar,6,Millions,2015,2015,452495.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q3,Q3-1969,USD,US Dollar,6,Millions,2015,2015,457354.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q4,Q4-1969,USD,US Dollar,6,Millions,2015,2015,463900.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q1,Q1-1970,USD,US Dollar,6,Millions,2015,2015,466898.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q2,Q2-1970,USD,US Dollar,6,Millions,2015,2015,466879.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q3,Q3-1970,USD,US Dollar,6,Millions,2015,2015,471699.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q4,Q4-1970,USD,US Dollar,6,Millions,2015,2015,472540.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1971-Q1,Q1-1971,USD,US Dollar,6,Millions,2015,2015,469829.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1971-Q2,Q2-1971,USD,US Dollar,6,Millions,2015,2015,483457.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1971-Q3,Q3-1971,USD,US Dollar,6,Millions,2015,2015,496899.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1971-Q4,Q4-1971,USD,US Dollar,6,Millions,2015,2015,502394,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1972-Q1,Q1-1972,USD,US Dollar,6,Millions,2015,2015,500638.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1972-Q2,Q2-1972,USD,US Dollar,6,Millions,2015,2015,514807,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1972-Q3,Q3-1972,USD,US Dollar,6,Millions,2015,2015,516242,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1972-Q4,Q4-1972,USD,US Dollar,6,Millions,2015,2015,528473.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1973-Q1,Q1-1973,USD,US Dollar,6,Millions,2015,2015,542273.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1973-Q2,Q2-1973,USD,US Dollar,6,Millions,2015,2015,548155.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1973-Q3,Q3-1973,USD,US Dollar,6,Millions,2015,2015,550139.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1973-Q4,Q4-1973,USD,US Dollar,6,Millions,2015,2015,560421,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1974-Q1,Q1-1974,USD,US Dollar,6,Millions,2015,2015,564576,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1974-Q2,Q2-1974,USD,US Dollar,6,Millions,2015,2015,570754.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1974-Q3,Q3-1974,USD,US Dollar,6,Millions,2015,2015,570252.4,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1974-Q4,Q4-1974,USD,US Dollar,6,Millions,2015,2015,567607.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1975-Q1,Q1-1975,USD,US Dollar,6,Millions,2015,2015,564040.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1975-Q2,Q2-1975,USD,US Dollar,6,Millions,2015,2015,571371,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1975-Q3,Q3-1975,USD,US Dollar,6,Millions,2015,2015,582101.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1975-Q4,Q4-1975,USD,US Dollar,6,Millions,2015,2015,588891.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q1,Q1-1976,USD,US Dollar,6,Millions,2015,2015,599095.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q2,Q2-1976,USD,US Dollar,6,Millions,2015,2015,612059,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q3,Q3-1976,USD,US Dollar,6,Millions,2015,2015,614784.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1976-Q4,Q4-1976,USD,US Dollar,6,Millions,2015,2015,616051.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q1,Q1-1977,USD,US Dollar,6,Millions,2015,2015,624812.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q2,Q2-1977,USD,US Dollar,6,Millions,2015,2015,628169,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q3,Q3-1977,USD,US Dollar,6,Millions,2015,2015,631492,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1977-Q4,Q4-1977,USD,US Dollar,6,Millions,2015,2015,641476.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q1,Q1-1978,USD,US Dollar,6,Millions,2015,2015,646870.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q2,Q2-1978,USD,US Dollar,6,Millions,2015,2015,651308,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q3,Q3-1978,USD,US Dollar,6,Millions,2015,2015,657524.8,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q4,Q4-1978,USD,US Dollar,6,Millions,2015,2015,663291,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q1,Q1-1979,USD,US Dollar,6,Millions,2015,2015,668809.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q2,Q2-1979,USD,US Dollar,6,Millions,2015,2015,677818.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q3,Q3-1979,USD,US Dollar,6,Millions,2015,2015,682508.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q4,Q4-1979,USD,US Dollar,6,Millions,2015,2015,687051.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q1,Q1-1980,USD,US Dollar,6,Millions,2015,2015,691862.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q2,Q2-1980,USD,US Dollar,6,Millions,2015,2015,691642.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q3,Q3-1980,USD,US Dollar,6,Millions,2015,2015,690848.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q4,Q4-1980,USD,US Dollar,6,Millions,2015,2015,700383.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q1,Q1-1981,USD,US Dollar,6,Millions,2015,2015,715819.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q2,Q2-1981,USD,US Dollar,6,Millions,2015,2015,723865,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q3,Q3-1981,USD,US Dollar,6,Millions,2015,2015,717366.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q4,Q4-1981,USD,US Dollar,6,Millions,2015,2015,714082.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q1,Q1-1982,USD,US Dollar,6,Millions,2015,2015,705681.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q2,Q2-1982,USD,US Dollar,6,Millions,2015,2015,697515.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q3,Q3-1982,USD,US Dollar,6,Millions,2015,2015,691402.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q4,Q4-1982,USD,US Dollar,6,Millions,2015,2015,685023,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q1,Q1-1983,USD,US Dollar,6,Millions,2015,2015,696482.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q2,Q2-1983,USD,US Dollar,6,Millions,2015,2015,710171.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q3,Q3-1983,USD,US Dollar,6,Millions,2015,2015,718113.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q4,Q4-1983,USD,US Dollar,6,Millions,2015,2015,727163.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q1,Q1-1984,USD,US Dollar,6,Millions,2015,2015,739672.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q2,Q2-1984,USD,US Dollar,6,Millions,2015,2015,754140,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q3,Q3-1984,USD,US Dollar,6,Millions,2015,2015,757311.5,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q4,Q4-1984,USD,US Dollar,6,Millions,2015,2015,769310.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q1,Q1-1985,USD,US Dollar,6,Millions,2015,2015,780999.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q2,Q2-1985,USD,US Dollar,6,Millions,2015,2015,783489.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q3,Q3-1985,USD,US Dollar,6,Millions,2015,2015,793429.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q4,Q4-1985,USD,US Dollar,6,Millions,2015,2015,805606.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q1,Q1-1986,USD,US Dollar,6,Millions,2015,2015,805364.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q2,Q2-1986,USD,US Dollar,6,Millions,2015,2015,809942.9,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q3,Q3-1986,USD,US Dollar,6,Millions,2015,2015,810965.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q4,Q4-1986,USD,US Dollar,6,Millions,2015,2015,805109.2,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q1,Q1-1987,USD,US Dollar,6,Millions,2015,2015,823684.6,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q2,Q2-1987,USD,US Dollar,6,Millions,2015,2015,834323.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q3,Q3-1987,USD,US Dollar,6,Millions,2015,2015,847022.1,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q4,Q4-1987,USD,US Dollar,6,Millions,2015,2015,857964.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q1,Q1-1988,USD,US Dollar,6,Millions,2015,2015,870473.3,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q2,Q2-1988,USD,US Dollar,6,Millions,2015,2015,878182.7,,
CAN,Canada,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q3,Q3-1988,USD,US Dollar,6,Millions,2015,2015,878262.6,,
